claim_amount,days_to_report,num_prior_claims,policy_age_years,claim_type,is_fraud
20679.95,2,0,10.47,auto,0
1701.23,9,2,7.62,auto,0
16238.37,1,1,9.24,health,0
2467.24,5,0,18.09,home,0
2434.83,7,1,4.1,auto,0
2080.51,4,1,16.23,auto,0
3897.97,4,3,0.85,home,1
837.04,2,0,18.45,home,0
4033.95,5,0,10.26,home,0
3901.21,4,2,4.92,health,0
7175.36,7,1,0.56,home,0
8968.31,3,0,11.41,life,0
2903.03,5,0,5.27,life,0
1800.07,5,2,12.81,auto,0
1501.03,2,2,5.98,auto,0
1082.23,4,1,2.22,auto,0
296.88,2,1,10.35,auto,0
2096.16,4,0,11.51,auto,0
1575.25,0,2,9.33,home,0
16968.73,3,2,9.43,auto,0
4078.93,5,1,12.0,auto,0
2133.01,3,0,10.76,auto,0
4343.07,2,0,3.09,auto,0
749.45,2,0,4.34,home,0
2935.33,5,0,3.26,auto,0
4920.63,1,0,14.02,life,0
3355.93,1,0,10.81,auto,0
2568.97,3,2,8.88,life,0
25455.21,4,0,16.07,auto,0
10614.45,1,1,6.85,home,0
4882.94,7,1,11.58,auto,0
4212.62,1,1,1.95,health,0
4846.62,2,3,15.02,auto,0
1123.93,2,0,14.06,life,0
2513.77,5,3,16.15,auto,1
201.3,3,3,17.75,auto,0
3226.99,2,1,15.28,home,0
3915.63,4,1,16.97,health,0
1292.23,2,1,7.24,life,0
16625.19,2,3,7.2,home,1
12009.52,5,0,18.91,health,0
6403.25,2,0,18.33,health,0
3811.27,4,0,11.2,home,0
10199.92,0,2,7.65,home,0
700.06,8,0,17.39,auto,0
7815.39,1,0,6.81,home,0
666.63,5,3,3.5,health,0
7904.51,2,1,12.97,home,0
1613.21,5,1,1.33,health,0
10481.54,1,0,7.89,health,0
14415.78,4,0,16.25,health,0
805.52,3,1,6.26,auto,0
3105.77,3,0,18.66,auto,0
19813.26,2,0,19.14,auto,1
3302.5,2,1,16.41,life,0
9958.89,2,0,19.76,auto,0
4442.55,5,1,10.85,auto,0
2352.66,4,0,11.6,auto,0
1682.85,2,1,16.81,auto,0
1135.9,4,1,10.11,auto,0
7173.19,6,1,8.43,auto,0
2443.21,6,1,12.49,auto,0
3579.78,2,1,13.32,life,0
3389.57,1,1,15.14,home,0
4305.21,2,2,13.53,health,0
10033.82,2,1,15.04,home,0
19748.45,4,1,13.65,health,0
2617.73,2,0,9.87,life,0
8787.34,3,0,3.13,life,0
7230.81,3,0,15.82,auto,0
4261.05,4,2,1.1,health,0
15623.19,2,1,19.85,auto,0
1118.68,2,1,16.65,auto,0
578.54,2,1,13.58,auto,0
9619.44,1,2,19.35,home,0
2891.51,4,1,12.44,home,0
9385.57,1,0,1.6,auto,0
11178.85,4,3,11.41,health,0
322.47,7,1,5.91,home,0
10747.81,4,0,7.7,auto,0
2973.93,2,0,9.46,home,0
3571.16,2,1,15.6,home,0
4925.42,6,2,10.31,auto,0
13044.37,1,2,9.76,auto,0
96.51,2,0,6.39,life,0
3239.37,3,1,11.03,health,0
5819.31,2,0,5.34,auto,0
6413.4,6,1,5.59,home,0
5896.93,3,3,15.27,auto,1
721.86,3,1,7.18,home,0
1779.06,4,0,1.5,home,0
2221.41,0,0,7.2,auto,0
8159.37,3,1,12.95,auto,0
1633.92,4,1,16.37,auto,0
1183.08,8,0,19.26,home,0
15785.14,3,1,15.05,life,0
44.51,1,3,8.86,life,0
30644.11,4,3,6.33,life,1
5647.75,1,2,3.03,life,0
8814.97,3,2,12.74,auto,0
1745.09,1,0,10.44,health,0
72.09,6,1,13.72,auto,0
6694.56,3,1,5.12,health,0
8983.19,3,0,6.81,health,0
6744.53,5,0,6.2,home,0
770.71,6,2,16.05,home,0
7000.5,1,0,3.84,auto,0
7325.02,3,1,12.37,auto,0
5372.63,2,1,1.5,life,0
7264.65,3,1,11.22,health,0
9351.46,3,1,1.75,auto,0
4754.46,3,3,3.93,auto,0
463.89,1,1,2.7,auto,0
3343.52,1,3,7.26,life,0
404.15,1,2,7.2,life,0
2617.39,4,4,16.62,home,0
2613.7,1,2,4.9,home,0
341.45,2,0,2.18,health,0
2144.85,1,0,12.27,auto,0
588.28,3,0,13.91,life,0
8257.43,1,1,6.25,home,0
14752.65,2,0,12.25,auto,0
375.32,2,1,15.63,auto,0
15518.28,4,0,7.28,home,0
3696.76,3,0,10.74,auto,0
1780.27,1,0,3.36,home,0
399.88,4,1,0.96,health,0
3471.98,2,1,19.64,health,0
7911.92,3,0,6.34,home,0
6139.39,4,1,5.94,home,0
257.66,2,0,19.48,auto,0
378.48,3,0,14.7,home,0
2578.13,4,0,11.91,auto,0
1749.85,2,1,14.14,life,0
1322.33,2,3,14.34,life,0
1649.5,3,1,15.39,auto,0
8135.03,8,0,1.81,health,0
13241.46,5,0,8.55,health,0
2596.83,2,1,6.26,life,0
11828.21,3,1,1.88,home,0
1939.32,2,4,8.55,health,0
3235.49,0,1,12.52,home,0
1281.1,3,1,3.98,auto,0
5114.87,2,0,6.45,auto,0
19311.67,4,1,12.96,auto,0
4625.31,1,1,11.8,auto,0
2214.39,3,0,17.44,auto,0
5218.03,3,0,15.93,health,0
655.79,2,1,19.33,health,0
10975.79,2,2,12.15,life,0
3496.67,4,0,14.12,auto,0
2983.28,3,0,17.28,life,0
4407.81,4,1,16.88,home,0
4901.27,2,2,14.52,home,0
372.41,2,4,10.25,home,0
5738.23,2,0,5.83,health,0
1384.91,6,3,17.61,auto,0
6257.99,0,1,15.64,health,0
8644.9,2,0,16.84,health,0
8147.14,4,1,3.25,life,0
4020.4,1,1,6.64,life,0
3671.62,3,1,8.79,home,0
770.86,4,0,16.85,health,0
7465.97,2,1,17.91,life,0
1583.22,2,0,6.06,life,0
3432.8,3,0,13.89,health,0
1672.29,5,2,2.02,health,0
718.36,4,0,8.49,auto,0
4965.29,2,2,9.99,health,0
279.32,1,2,15.43,auto,0
6904.45,4,3,17.89,home,0
1910.6,7,3,7.08,home,0
0.67,8,2,10.79,auto,0
3578.28,4,2,13.13,auto,0
239.92,4,1,6.91,health,0
1615.99,2,1,19.72,health,0
6137.51,3,0,17.58,home,0
323.7,3,0,6.28,home,0
9142.28,2,0,10.4,life,0
19.14,5,0,5.0,auto,0
1417.28,4,2,10.53,home,0
6752.78,2,0,13.82,home,0
1900.96,5,1,2.17,life,0
537.33,2,3,17.47,auto,1
2233.26,3,2,12.08,life,0
1576.25,4,1,19.8,auto,0
9248.38,1,0,1.0,auto,0
1879.64,6,1,16.71,auto,0
7777.89,3,0,15.94,home,0
11122.2,1,0,3.09,home,0
2844.19,1,1,7.04,home,0
12036.57,2,5,17.75,auto,0
2368.6,2,0,10.61,home,0
16632.08,2,1,8.32,health,0
467.65,6,0,18.16,health,0
5808.07,0,2,2.32,health,0
3404.26,4,1,9.73,life,0
2452.25,4,1,13.22,home,0
5008.04,5,1,12.37,auto,0
6084.57,4,1,5.65,auto,0
21.86,3,1,11.48,auto,0
913.33,3,0,14.32,home,0
6242.17,4,0,11.91,life,0
5488.84,3,0,13.85,health,0
16913.96,5,2,5.49,auto,0
7157.25,2,1,16.74,home,0
15056.54,5,2,9.27,home,0
6062.39,1,0,19.75,life,0
1769.48,1,1,0.95,auto,0
556.7,3,0,7.92,home,0
7612.26,3,0,4.02,life,0
5166.22,3,1,11.33,life,0
246.93,3,1,5.24,auto,0
2231.83,1,0,14.88,auto,0
15709.55,4,0,17.7,home,0
3469.75,7,2,4.61,health,0
2834.59,2,1,3.63,auto,0
3059.68,1,0,17.57,life,0
1171.55,4,3,7.54,auto,0
2299.93,5,1,8.97,home,0
2308.7,1,2,4.81,health,0
268.88,3,0,8.79,auto,0
7295.78,4,0,5.01,auto,0
2693.59,1,1,13.49,home,0
8634.91,7,0,10.23,health,0
9497.21,2,2,15.87,auto,0
1191.25,4,2,6.6,home,0
5355.28,1,1,10.36,home,0
3195.96,2,1,5.56,home,0
10607.85,4,0,18.72,life,0
1215.08,4,2,10.68,home,0
5663.12,3,2,3.88,home,0
4679.31,5,0,5.82,home,0
1749.93,1,3,2.12,health,0
734.39,5,0,1.04,auto,0
5272.59,3,0,10.76,health,0
6708.47,1,0,7.07,auto,0
1896.26,8,0,19.29,home,0
5175.83,2,1,3.84,home,0
2513.72,1,0,15.98,auto,0
6244.97,4,0,6.66,auto,0
1110.82,2,1,4.86,auto,0
11046.16,5,1,19.41,auto,0
1694.24,2,3,16.15,health,0
2292.64,2,0,12.8,health,0
299.24,0,0,14.09,auto,0
591.17,4,1,19.83,auto,0
3626.93,1,1,12.07,health,0
1557.09,3,2,2.49,auto,0
9023.62,4,2,1.76,life,0
74.01,6,0,13.5,auto,0
2382.88,4,1,13.32,health,0
2057.51,6,1,15.09,home,0
97.58,4,0,2.62,auto,0
664.05,5,0,18.93,auto,0
2669.13,2,1,11.25,home,0
3394.89,4,0,13.17,auto,0
2590.0,4,4,1.18,home,0
3785.1,1,2,19.24,auto,0
4520.97,2,1,11.47,home,0
49.87,4,1,11.49,home,0
3118.99,2,0,18.9,home,0
16552.11,5,0,18.62,auto,0
3659.78,1,0,4.8,home,0
5658.92,6,2,18.66,home,0
1868.84,4,0,14.86,life,0
7435.91,0,0,0.87,health,0
7412.3,5,1,5.18,auto,0
3683.36,4,3,8.55,auto,1
18651.39,5,2,11.87,auto,0
670.8,1,2,14.18,auto,0
85.46,1,3,4.6,auto,0
7351.82,2,0,16.82,auto,0
8229.36,0,1,16.99,auto,0
640.34,2,0,12.88,auto,0
1543.39,3,0,18.46,auto,0
88.54,1,1,16.35,auto,0
1735.81,4,0,4.82,auto,0
7417.15,3,0,16.07,home,0
3648.65,3,2,19.09,auto,0
2139.29,5,0,3.18,auto,0
2324.0,3,3,19.58,auto,0
6.77,6,1,0.99,home,0
1781.95,1,0,10.68,health,0
5198.78,0,2,15.59,auto,0
18285.83,3,3,15.91,home,1
9388.57,4,0,14.83,home,0
119.39,0,1,10.82,home,0
11441.47,1,0,13.19,health,0
7643.86,1,2,14.15,health,0
7579.19,1,1,10.14,auto,0
3062.41,4,0,12.12,auto,0
2537.53,1,2,17.0,home,0
1804.24,5,0,6.6,life,0
339.76,3,0,10.7,health,0
1295.38,3,2,0.67,auto,0
1415.82,4,0,13.91,auto,0
3308.99,2,2,4.31,health,0
6880.62,3,0,9.88,home,0
3210.46,2,2,4.6,home,0
297.92,3,0,0.96,home,0
15825.47,3,2,9.92,auto,1
14299.4,1,1,8.78,health,0
7690.0,6,0,8.79,health,0
23738.22,1,1,4.57,home,0
3931.6,3,1,18.97,home,0
16452.98,2,0,0.57,home,0
393.08,1,1,17.89,auto,0
2276.01,3,1,14.87,auto,0
1276.92,8,0,3.86,auto,0
1089.74,1,0,9.71,life,0
758.78,3,2,19.78,auto,0
4869.78,3,1,13.05,auto,0
7600.77,4,2,2.98,home,0
4317.29,0,2,9.42,auto,0
794.76,1,2,9.63,auto,0
8333.32,4,0,16.14,home,0
5052.38,5,0,18.37,home,0
2456.47,4,0,2.1,home,0
5606.29,0,1,6.62,home,0
1504.88,1,2,6.32,home,0
2117.07,0,1,19.92,home,0
12473.93,2,1,11.4,home,0
1716.01,3,2,17.66,auto,0
3174.28,2,2,8.81,home,0
11042.79,4,0,14.59,auto,0
6150.24,2,0,6.09,auto,0
321.11,1,2,18.28,auto,0
796.76,2,1,9.38,auto,0
39.36,1,0,16.17,home,0
4983.73,2,1,5.49,home,0
2968.08,4,2,14.03,auto,0
720.94,4,0,8.4,life,0
15842.59,5,0,1.11,home,0
3771.49,3,1,8.55,health,0
1384.66,1,1,11.23,home,0
3471.78,2,0,3.46,auto,0
5691.24,1,0,4.09,life,0
396.51,2,1,9.56,health,0
1605.88,4,0,7.18,home,0
8224.43,2,2,9.09,auto,0
3077.83,4,2,9.49,auto,0
3954.65,2,0,3.23,health,0
2835.36,4,1,4.03,auto,0
224.46,4,0,17.04,home,0
906.11,3,3,3.67,home,0
2948.82,2,1,13.49,auto,0
1173.46,6,0,8.66,health,0
256.36,5,1,19.38,health,0
9278.28,4,3,1.79,auto,0
19867.51,5,1,16.69,home,0
7878.63,4,1,10.08,health,0
9613.38,0,1,0.6,home,0
1385.21,1,1,5.64,home,0
16173.37,3,0,8.45,home,0
1096.54,2,1,6.63,auto,0
15123.73,3,0,7.57,life,0
26314.07,7,2,18.38,home,0
6219.16,5,2,7.54,auto,0
19854.55,4,2,8.67,health,0
4214.5,5,2,15.34,home,0
1502.43,2,0,15.98,auto,0
2872.34,4,2,2.14,health,0
4501.61,8,4,14.23,auto,1
379.45,2,3,9.91,home,0
4868.85,1,0,3.11,home,0
19863.6,1,0,5.66,auto,0
1054.27,1,0,1.38,health,0
7865.41,1,2,7.52,home,0
11924.34,1,2,5.48,health,0
14385.45,5,0,7.95,home,0
16111.36,1,2,11.82,life,0
3685.07,2,0,14.78,auto,0
18928.69,3,0,12.3,home,0
7079.86,6,2,13.73,life,0
881.73,5,1,17.38,auto,0
3239.91,3,1,17.54,auto,0
6335.12,1,0,17.28,life,0
1420.71,4,3,3.49,life,0
5116.81,2,0,5.4,health,0
5492.07,6,0,10.3,home,0
887.86,3,0,7.5,home,0
4163.03,4,1,3.07,auto,0
7383.87,5,1,6.11,home,0
3454.7,2,1,19.52,home,0
60.88,3,1,7.27,auto,0
45.4,4,2,8.67,home,0
2208.28,7,1,0.62,home,0
13031.58,3,1,14.53,home,0
1298.24,2,2,8.56,home,0
5030.58,5,0,2.51,health,0
1255.63,3,0,19.39,auto,0
1940.61,6,1,15.66,home,0
9420.76,4,2,14.66,home,0
6525.63,1,0,19.18,auto,0
501.31,5,0,8.45,auto,0
2799.22,0,1,14.51,home,0
148.02,5,0,4.52,home,0
3278.2,7,0,14.09,life,0
5429.97,5,1,0.77,home,0
630.67,3,0,2.96,auto,0
1704.61,5,0,8.79,home,0
2536.13,2,0,0.74,health,0
12599.42,3,1,9.51,home,0
24994.78,2,1,10.69,health,0
229.76,4,1,12.62,health,0
7156.62,5,4,2.46,auto,0
2323.88,2,0,4.03,auto,0
2491.67,3,0,12.46,home,0
7017.51,2,0,13.33,auto,0
12531.25,1,0,1.01,home,0
15072.39,3,1,11.04,health,0
4303.36,5,1,15.81,home,0
2209.0,5,2,1.85,home,0
7745.22,5,1,8.56,home,0
1445.09,3,1,6.87,auto,0
4151.41,4,2,18.32,health,0
2220.34,2,3,4.12,home,0
5344.75,0,1,6.71,home,0
1374.81,3,1,18.02,auto,0
1063.45,2,2,6.95,health,0
12519.78,5,1,10.86,home,0
536.83,3,0,1.14,auto,0
3525.67,2,4,19.71,life,0
1247.78,2,2,16.59,health,0
198.54,1,1,12.87,home,0
183.42,3,2,1.68,home,0
963.2,7,1,1.96,life,0
10078.4,0,2,11.13,health,0
1659.76,6,2,6.06,home,0
15024.79,4,1,12.64,home,0
4356.85,0,1,12.16,auto,0
2868.95,5,1,16.85,auto,0
4338.56,0,1,5.99,auto,0
3635.57,2,0,11.77,auto,0
7110.15,1,1,15.66,health,0
1659.88,3,0,10.07,auto,0
2177.43,4,1,16.7,health,0
11226.03,2,3,3.06,home,0
14636.31,3,0,14.81,auto,0
11154.03,1,1,18.89,auto,0
2718.88,3,2,6.97,home,0
7578.95,1,2,7.64,auto,0
3234.52,3,0,2.13,home,0
3441.19,4,1,13.01,health,0
1145.05,0,0,11.27,home,0
4471.79,2,0,1.29,health,0
1029.81,2,1,15.17,health,0
2014.08,2,2,16.67,health,0
9656.15,2,2,18.19,auto,0
1160.14,7,1,11.14,life,0
369.08,3,1,9.33,home,0
357.52,6,2,17.58,health,0
14132.86,3,0,8.27,home,0
3535.42,4,0,13.28,home,0
2633.18,3,1,12.5,life,0
8326.83,3,1,7.76,auto,0
9034.14,5,0,2.19,home,0
2018.77,1,1,0.92,auto,0
5914.61,4,0,8.85,auto,0
7372.85,3,2,9.88,health,0
5315.99,0,0,16.54,auto,0
821.99,3,1,8.58,health,0
10432.66,3,0,5.98,home,0
3872.81,3,1,9.51,home,0
1659.72,1,0,5.14,auto,0
2768.91,2,1,2.28,auto,0
191.48,3,1,2.7,life,0
684.07,2,2,6.72,health,0
7252.5,3,2,0.75,auto,0
0.06,1,1,4.79,auto,0
2694.12,6,2,15.86,auto,0
3696.06,0,0,5.08,auto,0
280.92,2,2,2.66,health,0
18074.09,1,1,19.01,health,0
1281.73,1,2,12.64,home,0
1813.46,4,1,1.67,health,0
1811.62,2,0,1.71,auto,0
1309.53,2,1,12.44,home,0
7.37,2,2,11.03,health,0
6534.55,6,0,1.83,auto,0
17032.88,1,0,4.87,auto,0
1269.91,6,1,18.62,home,0
5439.06,3,1,11.65,auto,0
6771.97,2,1,9.09,home,0
9433.39,5,2,5.38,home,0
2746.35,6,3,3.11,auto,0
1804.35,1,1,8.35,auto,0
1967.4,2,2,18.49,auto,0
6234.77,7,1,1.45,home,0
8485.32,8,0,19.82,auto,0
1002.11,3,1,4.55,health,0
2317.65,4,1,8.47,health,0
11610.89,5,1,1.38,auto,0
8217.39,2,0,11.9,health,0
20951.55,0,1,9.93,home,0
7017.17,4,0,13.5,auto,0
2497.74,1,1,11.08,home,0
4465.78,4,1,8.26,home,0
5408.99,5,1,14.89,auto,0
408.52,3,1,0.99,auto,0
3931.76,2,0,11.05,auto,0
6177.68,2,0,2.72,auto,0
915.54,1,0,9.0,auto,0
7585.02,6,0,15.93,home,0
4382.62,4,0,3.28,auto,0
15205.93,2,0,18.75,auto,0
216.74,3,1,17.83,auto,0
1541.64,4,0,8.59,health,0
4600.91,5,0,0.62,auto,0
1758.86,1,1,15.9,home,0
6266.24,0,2,17.68,home,0
7114.9,5,0,3.91,health,0
540.8,1,1,18.37,home,0
3606.24,4,2,18.32,auto,0
3555.44,4,2,9.69,auto,0
2304.47,5,0,16.06,auto,0
13509.71,2,3,9.18,home,0
8786.97,3,1,11.5,auto,0
5973.57,3,1,6.74,auto,0
6264.53,4,1,3.61,home,0
3096.85,4,2,15.06,auto,0
12691.19,2,0,0.53,health,0
5930.59,1,2,11.8,auto,0
6527.83,3,4,17.36,life,0
9891.32,6,1,4.81,life,0
1601.52,4,1,6.99,health,0
8227.16,2,2,11.96,life,0
1086.06,5,1,5.31,auto,0
2118.21,0,1,17.03,health,0
2044.43,3,0,7.65,auto,0
19204.44,5,3,11.84,health,1
9708.4,6,4,4.91,auto,0
6039.4,2,2,1.31,auto,0
6492.46,4,2,3.89,life,0
4128.51,5,0,1.4,auto,0
14695.88,1,1,9.64,health,0
3428.46,4,1,11.94,home,0
2394.36,4,0,1.37,auto,0
889.87,7,1,2.26,home,0
7713.7,3,3,9.97,auto,0
6629.65,4,0,16.08,life,0
2425.42,3,0,12.75,life,0
127.58,3,0,2.54,health,0
9131.67,1,0,17.81,health,0
57.42,0,1,18.39,auto,0
6081.91,10,1,6.84,auto,0
17575.83,5,1,12.51,auto,1
2878.25,1,0,10.1,home,0
1339.22,3,2,18.87,auto,0
6101.71,1,3,10.42,home,0
8494.85,1,0,19.22,home,0
3953.03,1,1,4.39,auto,0
17061.59,2,0,7.24,auto,0
265.26,0,0,15.74,auto,0
3513.92,3,0,15.78,health,0
6337.3,2,1,14.78,auto,0
9925.77,9,1,17.26,auto,0
987.72,2,2,14.2,health,0
8047.28,5,1,12.9,auto,0
4022.71,3,3,9.45,home,0
2525.49,2,0,9.61,health,0
706.18,3,0,8.42,home,0
10023.37,3,0,12.59,home,0
855.56,3,0,8.43,auto,0
1853.78,2,0,3.38,auto,0
1712.77,5,2,2.58,home,0
10255.79,3,6,18.53,auto,0
5584.44,2,2,0.98,health,0
7964.91,3,0,2.56,auto,0
1441.53,4,2,9.18,home,0
4902.47,4,0,5.63,auto,0
4240.19,2,1,8.41,health,0
8943.73,4,1,2.79,home,0
11826.94,5,1,3.05,home,0
61.16,3,0,16.11,home,0
5604.6,2,0,15.3,auto,0
266.14,2,0,2.53,home,0
3979.87,2,1,13.52,auto,0
1695.81,2,1,12.38,home,0
1832.01,4,1,14.41,auto,0
2176.72,2,0,9.75,auto,0
4854.96,3,4,5.76,auto,0
2032.7,2,3,13.44,auto,0
6596.9,4,1,7.74,auto,0
2592.0,6,1,4.77,health,0
354.01,5,1,8.47,home,0
7656.83,4,0,15.38,life,0
1682.67,3,2,9.78,auto,0
2834.92,5,0,6.35,home,0
5782.96,0,2,16.72,health,0
2020.75,4,1,17.69,home,0
291.25,2,0,8.95,home,0
2341.39,3,1,7.81,home,0
14452.23,4,0,12.45,home,0
5132.4,6,0,1.63,health,0
5565.77,4,1,13.98,home,0
5002.2,2,0,15.75,life,0
1109.42,3,1,8.25,life,0
2709.29,1,1,3.91,home,0
6950.3,5,1,1.06,auto,0
534.44,4,2,12.93,auto,0
1627.63,2,2,5.75,auto,0
1617.02,4,1,9.55,auto,0
2828.34,2,1,8.03,auto,0
19653.16,3,1,3.91,auto,0
349.44,2,1,10.41,home,0
3656.33,0,0,9.46,auto,0
988.38,1,3,12.67,home,0
17646.84,3,2,5.41,auto,1
601.26,3,1,4.69,health,0
2584.23,7,2,16.38,health,0
6694.86,3,1,14.19,auto,0
6096.35,2,0,15.56,life,0
2747.21,3,2,2.9,auto,0
2127.25,5,1,4.87,health,0
2534.27,4,2,11.72,home,0
1534.5,4,0,17.22,auto,0
1149.16,0,0,17.9,auto,0
3298.95,4,2,16.72,auto,0
1563.52,9,3,1.35,health,0
1694.61,1,2,16.51,home,0
5346.57,2,3,18.03,auto,0
17294.77,2,1,1.61,home,0
4627.13,3,2,8.62,auto,0
400.52,4,3,10.96,auto,0
392.96,6,2,5.04,life,0
15123.05,8,0,10.58,home,0
1764.06,2,0,17.78,auto,0
482.92,6,3,17.41,life,0
4569.53,4,3,18.83,auto,0
4886.16,8,2,9.94,auto,0
5227.8,0,0,8.51,auto,0
1555.79,1,2,13.48,home,0
76.13,6,1,8.63,home,0
16764.23,2,2,1.32,auto,1
1444.37,3,0,14.54,home,0
5635.46,1,1,5.98,health,0
6131.6,3,1,1.46,home,0
4708.14,1,1,0.9,health,0
1876.43,2,0,18.66,auto,0
1581.07,4,0,5.42,auto,0
4552.39,6,1,9.23,home,0
10053.15,2,0,19.04,auto,0
14662.26,2,2,9.62,auto,0
559.72,2,2,2.03,auto,0
841.08,4,1,11.26,health,0
14478.19,3,1,2.22,auto,0
6669.18,6,2,2.35,auto,0
10727.64,3,0,17.1,auto,0
1132.2,2,0,6.14,health,0
4428.64,2,1,13.73,home,0
6038.89,5,2,10.42,auto,0
5698.92,3,1,4.84,health,0
2622.52,7,1,10.6,health,0
77.57,2,1,1.85,home,0
4372.46,4,2,7.27,auto,0
1459.13,2,1,10.7,home,0
2991.5,2,2,4.95,life,0
15800.8,2,3,13.37,auto,1
2546.1,4,2,1.51,auto,0
9156.71,3,4,9.95,auto,0
1044.6,6,1,14.44,home,0
5580.73,4,1,8.88,home,0
18862.82,2,0,17.55,auto,0
537.33,2,1,12.83,auto,0
41.77,4,0,19.19,life,0
2842.12,5,1,6.04,health,0
486.0,1,0,18.81,life,0
6899.26,1,0,12.33,health,0
12299.04,4,0,15.03,home,0
2845.99,3,0,18.09,auto,0
1496.83,3,1,11.25,home,0
2849.37,2,0,17.31,auto,0
6426.78,4,1,11.06,home,0
45.48,4,0,12.18,home,0
4451.34,4,0,9.18,life,0
4750.42,2,2,3.34,auto,0
5076.25,5,1,11.29,auto,0
1385.51,6,1,19.56,home,0
6259.74,1,0,15.85,health,0
479.2,4,0,15.08,life,0
1111.16,4,0,13.04,home,0
10497.0,4,0,7.28,auto,0
6710.87,6,1,3.81,auto,0
69.2,3,1,4.88,life,0
1427.6,3,1,0.62,home,0
1206.58,5,2,13.63,health,0
1579.08,2,0,16.33,auto,0
1422.17,1,0,5.74,auto,0
322.83,2,0,2.29,home,0
3071.13,4,0,7.05,health,0
6597.54,3,1,6.19,life,0
4666.32,1,1,9.29,health,0
5587.01,5,1,5.65,home,0
423.16,1,0,7.12,home,0
15130.0,5,0,18.2,health,0
9116.0,2,0,7.03,auto,0
8176.09,1,2,15.82,life,0
8657.57,4,2,12.7,home,0
13493.76,2,1,7.08,life,0
3929.1,3,0,16.45,health,0
1117.48,2,1,12.1,auto,0
4795.78,1,1,0.67,auto,0
6791.09,3,2,1.84,auto,0
6695.48,4,3,15.18,auto,0
3684.96,2,1,9.21,home,0
354.57,3,2,8.41,home,0
2319.02,4,0,3.34,home,0
12676.79,6,1,3.57,auto,0
4390.75,2,0,16.06,life,0
3864.55,5,3,16.67,home,0
1565.71,2,0,11.42,health,0
2297.88,4,0,6.25,auto,0
11285.48,2,0,18.69,health,0
5490.01,1,0,12.67,auto,0
7741.41,7,1,16.03,home,0
3028.85,3,0,0.56,home,0
4974.6,6,3,9.28,life,0
1427.65,6,1,17.48,auto,0
6111.72,7,1,7.1,auto,0
2789.6,3,3,14.67,health,0
2921.87,4,0,13.32,auto,0
5239.44,4,3,3.47,auto,0
13766.33,1,0,15.61,home,0
330.73,9,0,2.69,auto,0
8707.52,2,0,14.69,auto,0
1729.26,1,0,19.82,auto,0
2934.21,3,1,19.18,auto,0
110.78,3,2,16.1,home,0
1790.85,3,0,10.92,auto,0
3492.12,2,1,13.66,health,0
289.08,3,2,14.7,life,0
3377.48,4,0,0.66,auto,0
13094.06,1,1,2.5,health,0
556.86,1,0,12.14,life,0
7228.96,3,2,0.63,home,0
2635.38,4,1,18.22,life,0
5323.57,3,0,10.05,auto,0
1507.12,0,1,5.53,health,0
868.75,6,0,8.18,home,0
874.52,6,0,17.09,auto,0
365.5,1,0,18.58,health,0
1026.8,3,0,2.77,home,0
5456.49,2,3,15.67,auto,0
10672.26,3,3,11.78,auto,1
8413.42,3,0,11.92,health,0
5778.05,4,1,15.7,health,0
585.1,3,2,4.85,home,0
1706.73,4,1,10.86,home,0
1853.92,4,3,6.73,auto,0
1438.12,3,0,2.34,home,0
3618.09,2,2,2.55,health,0
3834.55,4,0,3.16,health,0
2207.17,3,0,12.49,home,0
2183.15,4,2,2.56,life,0
8817.48,2,0,11.62,health,0
7786.43,3,3,11.97,auto,1
1839.37,3,0,18.13,auto,0
12254.76,4,3,12.71,auto,1
15268.4,2,2,19.72,home,0
1978.14,4,0,1.1,health,0
2188.07,2,3,14.23,auto,0
3522.4,3,1,1.02,health,0
14161.34,4,0,14.72,home,0
10450.27,4,2,8.02,health,0
541.09,4,3,12.42,auto,0
2493.92,2,0,6.54,auto,0
4030.14,0,2,3.6,home,0
3497.16,3,1,14.61,health,0
1077.51,2,1,18.14,health,0
9788.48,3,2,4.08,home,0
5649.6,1,1,18.45,auto,0
9097.97,3,0,3.23,auto,0
9786.63,3,0,14.85,health,0
6898.7,2,1,19.21,auto,0
2892.05,0,2,3.37,home,0
4715.06,5,1,8.98,home,0
873.94,4,1,7.08,home,0
5598.85,2,0,8.08,home,0
987.7,2,1,15.19,life,0
5920.03,2,0,13.39,health,0
1304.22,2,1,19.39,health,0
625.27,5,0,4.12,home,0
903.32,6,0,11.09,auto,0
9.97,3,1,9.26,life,0
6342.37,3,0,18.42,auto,0
6591.33,1,2,0.71,home,0
3617.34,2,1,19.79,auto,0
879.89,4,2,9.85,home,0
436.26,3,0,12.7,auto,0
96.57,2,0,7.52,health,0
906.1,3,2,17.12,life,0
11075.41,0,0,11.46,home,0
1382.31,2,1,13.42,auto,0
2186.88,1,2,13.15,home,0
556.59,3,0,7.6,auto,0
1257.47,4,0,1.98,life,0
3661.78,5,3,16.25,auto,0
4679.31,1,3,6.15,auto,1
1407.52,6,2,17.05,home,0
297.33,1,1,12.37,health,0
2479.95,1,0,7.4,home,0
1334.19,1,1,12.09,auto,0
1239.45,2,2,13.09,auto,0
16077.26,5,3,14.28,auto,1
4789.48,3,0,16.54,auto,0
4069.56,3,1,3.62,health,0
2687.35,5,1,18.91,auto,0
2801.34,4,0,8.51,home,0
